userID,itemID,rating,timestamp
AGR0OVIYP59VZ,B001JSQYO8,5.0,1265155200
A2PFWQVSFKCFGF,B007885NOA,3.0,1360540800
A2B1JF268646LS,B00006S2OZ,3.0,1382745600
AGXMC3ITWZASE,B00AQZY9A6,4.0,1396310400
A3IKQ14WFFRM7D,B004LYKS7G,5.0,1303516800
A1IALBISWHMATU,B0041OSWW4,1.0,1297209600
A2NB1CNG3RS4U,B0002H0P8I,4.0,1356134400
A3IV8U8MGADHEW,B003VWKPHC,5.0,1390953600
A3GSO9TG9K9HOJ,B0002F741Q,4.0,1329696000
A253X3PQ8AL8RE,B002IWD0DM,4.0,1331510400
A3BWHQHWVX5G6G,B0002F58TG,2.0,1231632000
A2W8UVJ2SP12ZT,B0002CZXOO,4.0,1396828800
A13GJPZ9CRQQYT,B005FM6ARA,5.0,1357862400
A1UK0XFV89652X,B001E9X7X8,5.0,1389052800
A1GP7TYBY3NQT1,B004MLKOZE,5.0,1362268800
A1TO152N32IWXS,B0018TF0O8,5.0,1381449600
A1DXX7NILBM4HI,B0016BKT1M,5.0,1307059200
A2JTF5W7579V4L,B000002SO0,5.0,1185580800
A31TYBBAFFAO5Y,B004ESX5ME,5.0,1361145600
AYNG6V4ZLAFOX,B00DD5WWQE,4.0,1387756800
A1QFN5M1PKFU9,B001G7HA22,5.0,1360713600
A1O7ZPTBW3CB78,B00064TZYW,4.0,1299888000
A3CEZ0ETLB1PKS,B001B1XK86,2.0,1325030400
A2TCJYFNUFU5R6,B000PTF0E2,4.0,1141516800
AH952102HZ9W3,B0002Z2CZY,5.0,1405036800
A3HON303WK8HTQ,B0002E2CQY,5.0,1355875200
A6CPFQQZ7GWAM,B001925V20,4.0,1360800000
A3KBFCPNQ58YK4,B0016ZZKJO,3.0,1392940800
A35AG50VTWVJVW,B000SZVQ5K,5.0,1393977600
AJIXXLHUSOFC7,B00B427EFW,5.0,1388620800
A2WBUC9INNP89,B00BF3AVPA,4.0,1373932800
A2IUKR58R88PG8,B003VWKPHC,5.0,1393545600
A2FJCITRT7GQ0N,B005FRI1X6,5.0,1350777600
A2YQ5O6XV23543,B0042FU3U6,5.0,1335830400
A3JYR1BGVKGHYD,B0002OOMU8,5.0,1361318400
A3VQW0WVAN7CQH,B001GDJQTG,4.0,1367539200
A2WNSMQNYAG4P2,B000BKY8CU,5.0,1294099200
A2CCF6CWCK8UXP,B00079DRUO,5.0,1375747200
A1T2NQ27ECO1JG,B003AM913M,4.0,1394064000
ASCOQL6HNN0OE,B003B0DD5A,5.0,1385337600
A1HWJ67HTSHUK,B000BWI79I,3.0,1365465600
A21V44FO2L8IIL,B001BM7TY6,5.0,1325462400
A8YBS0THUUAPH,B0009V1GMQ,5.0,1382745600
A1QP9QVNM4OMWR,B003H9115Y,5.0,1291075200
AT2E58J2BVP3B,B001AK4V0E,4.0,1363910400
A38SRVZVM8F3WX,B000ARB2F0,4.0,1165276800
A1EPRF0N3HYMHH,B00BKXN9LS,5.0,1391558400
A2W8OGJDV7TCMT,B005O24E5G,4.0,1390435200
A24XEKXDICHBN0,B000VIFLZA,5.0,1209081600
A3IOYKBN9AU72D,B0033P1O6S,5.0,1371945600
A2UC1LY9AVSHKF,B000035QAV,1.0,1005696000
ATZE0I3FXOG29,B001LJUVO4,2.0,1351641600
A1L5J4GV250D5V,B0001FTVD6,4.0,1372118400
A1J2VN8DBH3VAH,B0002Q2DE8,5.0,1364947200
A3ROXW99JK8M58,B002AKKOF4,1.0,1352160000
A2T1HJPWR9X78L,B000QDRPUY,5.0,1352937600
A24DV8Q787IDS8,B0002DNZOS,5.0,1289260800
A2W1BOIIN82E3R,B00193WLZO,4.0,1368403200
A2MR43RDPZX3J,B00178JDCK,4.0,1396915200
A1S7GTUB9IWKQE,B00A2V9PW6,5.0,1388448000
A3EMR41ZYMNGN9,B000VBC5CY,5.0,1386892800
A16XCRAQO1L2IN,B0002H09OI,4.0,1301961600
A38ZITS73FCT3E,B001MSS6CS,5.0,1375574400
A3ID54QHMZQBIQ,B00BL6IYW8,4.0,1385424000
AE0AY9CSXOGL,B0002OP0WC,2.0,1405123200
A3TXY8YSW14P8U,B007IXD0VS,5.0,1358640000
A2LG2F632YBZYX,B0002D05WS,5.0,1372723200
A12QXVPZY7336E,B009A5M518,4.0,1396396800
ADQ5T3FIMBF05,B003BVJ7Q8,4.0,1379203200
ACTAYE10I38GS,B001OIDXVU,2.0,1329955200
A2252NCVQ9YUET,B0033PQUB2,5.0,1384732800
A33KN5V4VP9I0I,B0002GMGYA,5.0,1320710400
A11UP2MJ784PF9,B00ETCESJY,5.0,1394236800
A2M4194T45DLJF,B003626TQS,5.0,1326412800
A18J1LA5M4CIK0,B002VA464S,3.0,1338681600
A3AM3Y1VH4MBH0,B007IQRD72,5.0,1367884800
AT0DPJ92TEZ7Z,B005N4N2BM,5.0,1400025600
A1QSLLHC2PR7VV,B003XJQ3PG,3.0,1338508800
AFABQ7EHSDL84,B007E69TPA,5.0,1357257600
A2KGIR8MX4GJVR,B001VMOD2C,5.0,1400198400
A10Y8FWT0XYYGO,B00084S8PM,4.0,1156464000
A16FCGBFK31BWQ,B0002D02RQ,5.0,1284422400
A1M0JYPDRQZWT7,B000P0I9QM,5.0,1215820800
AM5U8EE59NO5V,B000JRPYGE,3.0,1384300800
A265TFNCE8WUR2,B00847KFDS,5.0,1378339200
A2975DOS0G2EQ8,B00BWLKTOS,1.0,1403395200
A22UJLQDC3B31H,B000OJ418O,5.0,1355011200
A1KFHIMEEFCDAB,B0002EJREE,3.0,1313712000
A3DG3A7QXC8J7B,B002RXXOX8,5.0,1358208000
A1RAWU6VC3C9PW,B00AHU2F24,5.0,1383696000
AQNL6WHU9A5WO,B0002E5158,5.0,1303862400
A27SN7I0I8FPU6,B000BVN582,5.0,1264982400
A3PRDV24MZNEAJ,B0002MS7OW,5.0,1381017600
A2OPAP97Q5S52G,B001UJCJPY,1.0,1388793600
A14B2YH83ZXMPP,B00JBIVXGC,5.0,1405814400
A2J5UEWD6TJB6Q,B000OUUG78,4.0,1351123200
A1GN135JY9Y63R,B005FG4AVE,3.0,1357689600
A3QCH1VRAR36Z,B002EWM1EA,3.0,1361232000
A3TFZEY50DU3UD,B001FB5Z9Y,5.0,1389571200
A1LAFN8DXQA3ZV,B0044UANVI,5.0,1317168000
A3K85S74WQ2DX0,B00AHEWBM4,5.0,1360022400
A1RL82MPKT2KXI,B0002GNZBS,5.0,1395100800
A2ABDQDTAME4ZB,B000CAGI6S,5.0,1349049600
A2BYTIM3HT8GI9,B007HZGC08,5.0,1384473600
A2J2VARXR6OUAZ,B000UW01MU,1.0,1236470400
AD4FPYK4BGLW9,B0049QNIP0,5.0,1389312000
A1VXE45XN3SNL,B004HJ58JI,4.0,1357257600
A1NAQG6CPW6L8P,B000YIH0XS,5.0,1309651200
A39Y9OL7WOTMYM,B0023BYDHK,5.0,1277510400
A3GBFBWG6PY8L3,B003LTJ404,5.0,1382054400
A2MGI7Z7TURAA4,B002UAF1PW,4.0,1396310400
A2WOZUE1TL73JQ,B000E1WDPK,4.0,1255305600
A1DV2WKM0CM3ZH,B000Z7C9T8,4.0,1284508800
A7Q5H67N957ZT,B000H42PPM,2.0,1270339200
A29PSJ1U7QBZEL,B004MB76W8,3.0,1328313600
A22VTMPJ7W1147,B001RXXGY6,5.0,1345334400
A1EZAYP76CHBQH,B0002E51UI,5.0,1384387200
