userID,itemID,rating,timestamp
A1YS9MDZP93857,0006428320,3.0,1394496000
A3TS466QBAWB9D,0014072149,5.0,1370476800
A3BUDYITWUSIS7,0041291905,5.0,1381708800
A19K10Z0D2NTZK,0041913574,5.0,1285200000
A14X336IB4JD89,0201891859,1.0,1350432000
A2HR0IL3TC4CKL,0577088726,5.0,1371168000
A2DHYD72O52WS5,0634029231,3.0,1119571200
A1MUVHT8BONL5K,0634029347,2.0,1129334400
A15GZQZWKG6KZM,0634029347,1.0,1387584000
A16WE7UU0QD33D,0634029347,5.0,1128211200
AXMWZYP2IROMP,0634029355,2.0,1352419200
A1MUVHT8BONL5K,0634029355,2.0,1129334400
A6DCKXX4659CR,0634029355,5.0,1189728000
A28YJZCV43ZWQW,0634029355,5.0,1206489600
A2I4CV4PGZCNAF,0634029355,2.0,1271721600
A1M7OWNI93N1Y3,0634029363,2.0,1365897600
A2FEDDUHQAEN97,0634029363,1.0,1117497600
A338HVUM4AWJY7,0634029363,5.0,1182038400
A16WE7UU0QD33D,0634029363,5.0,1128211200
AKKQM6B0KI6F4,0634029363,1.0,1272672000
A1BX81N79C9BVT,0634050028,5.0,1369872000
A11ER3801T7KRP,0634055429,2.0,1372636800
A175UOHOVXRYMW,0634055534,5.0,1214092800
A2P1Z9NUJ9H1RT,0634055534,5.0,1367280000
A1D1S69ZMKYCCV,0634061801,5.0,1289001600
A7R79JLQ5Q28M,0634061801,4.0,1124928000
A3T7SXCKJUYXT3,0634061801,5.0,1190851200
A1JZM0YIYHL6JW,0634061801,4.0,1270684800
A372SXZ39TUWTZ,0634061801,5.0,1122681600
A331DOWXV50UMT,0634061801,4.0,1288656000
A16ZE9MJ0703UB,0634061801,4.0,1397260800
A3DM7ADJV144TZ,0634061801,4.0,1365811200
A2FIMQIKNOHFPK,0634061801,5.0,1190592000
A1QVR0ZIG59ZAG,0634061801,5.0,1187654400
A2788UYAD532T,0634061801,3.0,1178409600
A1746NHDF3PF3H,0634065459,5.0,1295913600
A26LIKTL5KW29E,0739003755,5.0,1212624000
A4TE45TH7L2MW,0739003755,5.0,1311984000
A732DZLEGXSEQ,0739003755,5.0,1337299200
A142DE4DV7NKTQ,0739003755,5.0,1390780800
AAUUICXM1YE8L,0739003755,4.0,1297900800
A153V2QD4BJT1Z,0739003755,5.0,1364083200
A2TKRYCS1POPOA,0739003755,5.0,1359417600
A1IRFW13NXF08Z,0739003755,3.0,1394323200
A25UM6A6A4SEDT,0739037986,5.0,1229904000
ADM67P7K66F41,0739037986,3.0,1231718400
A18C8JYM2161KE,0739037986,1.0,1219795200
AK3MEBCSQ18LO,0739037986,2.0,1202515200
A307SOXS9WP4GI,0739040251,5.0,1359936000
ASP16LVGFITDE,0739040251,5.0,1288310400
A2HYLAESK4RRTI,0739040251,4.0,1392854400
ASEVEFG1SSYJK,0739040251,5.0,1398729600
AARB5F3HPXV0V,0739040251,5.0,1192060800
AQFYZ8N5SQ1Y7,0739040251,5.0,1196294400
A1Z5471UG451G9,0739040251,4.0,1268870400
A2PI3IIBPG2VI2,0739040251,5.0,1225843200
A370T379VAAP4B,0739040251,4.0,1226448000
A2BXUV043WWTKW,0739040251,3.0,1350172800
A1PXB4OVLPLT4H,0739040308,5.0,1204588800
A2RI4VW44924NH,0739040308,5.0,1360281600
A3O2TMYU7E1V81,0739040308,3.0,1253750400
AVBWSI19JRCPQ,0739040308,4.0,1229731200
A2WNDXINN9PXEL,0739040308,5.0,1270598400
AZY4GP1W5N5KO,0739040308,5.0,1398038400
A1JHCSJLJA3M21,0739040308,1.0,1193529600
A3FYONMMFY4VK6,0739040375,5.0,1173398400
A31NJVE7JDIPR2,0739040375,5.0,1213315200
A1HXA6YKQJ7FNT,0739040375,3.0,1216512000
AFA6HGI3MW3SA,0739040375,5.0,1173744000
A1FPATLQSFTLC9,0739040375,5.0,1335916800
A30TM3EBHF2C7R,0739040375,5.0,1208736000
A2WIO7VLFWV4YV,0739040375,5.0,1267488000
A2GAXE9X97WYTW,0739040375,5.0,1196899200
A3QJ54LWTFXBIB,0739040375,4.0,1234051200
A1AO3SP66Q9ZWJ,0739040375,5.0,1380153600
AL1HYP266NWOJ,0739040375,5.0,1354665600
A1R8OFZY6CYX7G,0739040375,2.0,1283126400
AQ46HO28ZVEL3,0739040375,5.0,1403654400
A1GUCW7L3QYQ33,0739040375,5.0,1374969600
A3TITKW06F1W0,0739040375,3.0,1223856000
A35DFRN89NRVU1,0739040375,5.0,1201219200
A1MFT8DXOQJA9L,0739040375,5.0,1182816000
A29MLKCAZXX7AB,0739040375,4.0,1267660800
A1ZMV5QSAR8V2L,0739040375,5.0,1380758400
A2G7DYW6ILDGKL,0739040375,5.0,1174608000
AVU79AEIZQL8,0739040375,4.0,1191715200
A2FFKX759L9RFT,0739040375,5.0,1382313600
A31DJ1X8OARWYG,0739040375,5.0,1298851200
ALLHLOG4NLA0A,0739040375,5.0,1169510400
A3PNCYFSZW7JQ9,0739040375,5.0,1187827200
A1HOMEHH9SE7X3,0739040375,3.0,1369180800
A3DMR234MWQYSE,0739040375,5.0,1204848000
AX5ZI7JZMA2SY,0739040375,5.0,1195776000
A1K1ZKOHP4RQTW,0739040375,5.0,1364515200
A1FWCIDD38DYMU,0739040375,5.0,1206230400
AWU110TP1HTPF,0739040375,5.0,1201132800
A1JQDMDHOZTYCV,0739040375,5.0,1391472000
A3P3QBFRD6LR3L,0739040375,5.0,1258502400
APR59BMJNHKHX,0739040375,4.0,1178582400
ALKPRBP7WIUE2,0739040375,5.0,1183161600
A1GK60UC3GWN0V,0739042726,1.0,1207872000
AD03OHHZYU1P8,0739042726,1.0,1200614400
A1KTZAVOBUV6RV,0739042726,3.0,1191801600
A2OV9NK57AXE41,0739042726,4.0,1187568000
A1WHGNU87BGJ2S,0739042726,4.0,1346371200
A10N1FI7NPVQJN,0739045032,4.0,1232496000
A1FKAWA271ZFA9,0739045032,5.0,1203638400
A25HDY6S35439C,0739045032,5.0,1370044800
A2OCINUVTZWBW,0739045032,3.0,1221609600
AYE270R4ZVBKJ,0739045032,1.0,1198368000
ADN2SQ5BPQ9MD,0739045032,5.0,1197849600
AN2GJQXMYGU0G,0739045032,3.0,1205107200
A1VQLNFEO9X2L3,0739045032,4.0,1375574400
A1JFWQ7Y7FWTJ2,0739045032,5.0,1252886400
A2904JG0M9BZCA,0739045032,4.0,1292889600
A2I8OJVCZTFHTK,0739045032,5.0,1217894400
ADTYAVSEPXP7Z,0739045067,5.0,1371600000
A184CH5UFTQFG4,0739045067,3.0,1338768000
A3VBXKKUEP18UC,0739045067,5.0,1348272000
A288JYXXGQ8VG4,0739045067,5.0,1401580800
A38OQW8G1IV1IJ,0739045067,5.0,1332892800
A1ATI1KKSPJM8H,0739045067,5.0,1321574400
A1ZMV5QSAR8V2L,0739045067,5.0,1380758400
AN2DZ77G8HXVN,0739045067,5.0,1197417600
A2ATV6R1A6N4FG,0739045067,5.0,1235088000
A1SR98OTQ3EHG6,0739045067,5.0,1187913600
A3RFCOYBI1OMGH,0739045067,1.0,1237939200
A1XA21MFXD94SM,0739045067,5.0,1402272000
A28CIW5HG2YFA8,0739045067,1.0,1225238400
A15STV0U0MEAS0,0739046500,5.0,1203379200
A18BD98SU49UB7,0739046500,5.0,1129593600
A3AKPZ2LVRP0LG,0739046500,5.0,1195084800
AT4S8BOQRJ0PH,0739046500,3.0,1276387200
A2UDUFO37ZJBU8,0739046500,4.0,1173312000
A6FNP598ZD9NT,0739046500,2.0,1193702400
A15DP79HGPRBCD,0739046500,4.0,1225497600
A288G8UECOXFWK,0739046500,2.0,1340236800
A238CHHZM54BKR,0739046500,4.0,1168387200
AFFOIRBORB9ED,0739046500,4.0,1180569600
A318N7NGQ6VU10,0739046500,5.0,1181692800
A5SY2K6KAX7WM,0739046500,5.0,1138665600
A346X3RARR2EWA,0739046500,1.0,1174780800
AJWUMOWLTU43V,0739046500,4.0,1168560000
A8UGJVHDYSZY6,0739046500,4.0,1154563200
A151WED01PRU7E,0739046500,4.0,1249171200
A3HFJZ4R1L1U8T,0739046500,1.0,1326585600
A6PKIM796BFFK,0739046500,5.0,1186531200
A3V6WO7WA5AF9,0739046500,1.0,1267142400
A3AG84AUO48GFH,0739046500,5.0,1280102400
A3NHY2WGT97QEU,0739046500,5.0,1168473600
A3APOK2WK9N789,0739046500,3.0,1179532800
A8PNH73J06GRV,0739046500,2.0,1357344000
A25SW9WEC88F0Y,0739046500,1.0,1140739200
AO9WHJ7RSTAAT,0739046500,5.0,1398124800
A2WGVUB80S342L,0739046500,5.0,1335484800
A366LHLAFO3UI7,0739046500,5.0,1394582400
A3RTPXTCWMZ150,0739046500,5.0,1297555200
A1MQT9DYCXXXK2,0739046500,3.0,1238630400
A2OT7AEHVZ0AZ0,0739046500,5.0,1134864000
A3M9ID3VD5XSID,0739046500,5.0,1188086400
A3HJEIYURK02TK,0739046500,5.0,1349395200
A17XAKDJ0O0C2L,0739046500,3.0,1327536000
AYK7AMDMI2IB9,0739046500,4.0,1400112000
A35Y2459EVUMJX,0739046500,5.0,1142640000
A1DTQFG3P16UUW,0739046500,1.0,1388707200
